bmj-253-1,"catherine monk, phd",professor of medical psychology,columbia university irving medical center
bmj-253-2,"nancy byatt, do, ms, mba, faclp","medical director, mcpap for moms; executive director, lifeline4moms director,",umass memorial medical center/umass medical school
bmj-253-3,lauren osborne,assistant professor,johns hopkins
bmj-254-0,aleaxnder c. tsai,associate professor of psychiatry,massachusetts general hospital and harvard medical school
bmj-254-1,sheri weiser,professor of medicine,university of california san francisco
bmj-255-0,gary collins,professor of medical statistics,university of oxford
bmj-255-1,rachel denholm,senior research associate in primary care,university of bristol
bmj-255-2,chris salisbury,professor of primary health care,university of bristol
bmj-256-0,emily w harville,associate professor,tulane university
bmj-256-1,megan harvey,assistant professor,springfield college
bmj-256-2,anne-marie nybo andersen,professor,"department of public health, university of copenhagen"
bmj-256-3,"daniel kuhr, md",resident physician,"department of obstetrics and gynecology, university hospitals"
bmj-256-4,jamie kirkham,professor of biostatistics,university of manchester
bmj-257-1,david bates,"chief, division of general internal medicine",brigham and women's hospital
bmj-257-2,maria panagioti,senior lecturer,university of manchester
bmj-257-3,stephen mcmahon,patient advocate,protecting irish patients clg ta irish patients association
bmj-258-1,john hutton,health economist,na
bmj-258-2,osondu ogbuoji,assistant professor,duke university
bmj-259-1,johanna hanefeld,associate prof health policy and systems,lshtm
bmj-259-2,martin mckee,professor of european public health,lshtm
bmj-26-0,daniela anker,phd student,university of bern
bmj-26-1,jennifer ho,associate professor of medicine,massachusetts general hospital
bmj-26-2,douglas lee,professor of medicine,university of toronto
bmj-26-3,linda o'keeffe,senior research fellow,"school of public health, university college cork"
bmj-26-4,rafael perera,professor of medical statistics,university of oxford
bmj-260-0,mingyang song,assistant professor,harvard t.h. chan school of public health
bmj-260-1,yutaka matsuoka,"chief, division of health care research",national cancer center japan
bmj-260-2,shilpa sonti,postdoc research fellow,jefferson university
bmj-260-3,dennis w.t. nilsen,professor of medicine and senior consultant,university of bergen and stavanger university hospital
bmj-260-4,dr gail masterton,consultant gastroenterologist,royal infirmary of edinburgh
bmj-261-0,nicola burgess,associate professor,university of warwick k
bmj-262-0,kelsi anderson,professor,baylor college of medicine
bmj-262-1,federov alexandr,professor,"cardiology research center, moscow"
bmj-262-2,debra quantrill,patient reviewer,n/a
bmj-262-3,charlotte ebeling barbier,"md, phd, consultant interventional radiology",uppsala university hospital
bmj-263-0,nabarun dasgupta,epidemiologist,university of north carolina at chapel hill
bmj-263-1,joshua sharfstein,professor of the practice,johns hopkins bloomberg school of public health
bmj-263-2,brian lund,core investigator,iowa city va healthcare system
bmj-263-3,rafael perera,professor of medical statistics,university of oxford
bmj-265-1,rasmus kster-rasmussen,md postdoc,"the research unit for general practice, copenhagen university"
bmj-265-2,zhaoli dai,postdoctoral research fellow,the university of sydney
bmj-266-0,yu jiang,professor,"school of public health, chinese academy of medical science & peking union"
bmj-266-1,oscar leonel rueda-ochoa,"md, msc, facp, phd (c)",erasmus university mc
bmj-266-2,katsuyuki miura,professor,shiga university of medical science
bmj-266-3,angie wade,professor of medical statistics,ucl great ormond street institute of child health
bmj-268-0,javier louro,researcher in epidemiology and public health,hospital del mar medical research institute
bmj-268-1,marc saez,full professor of statistics and econometrics,university of girona
bmj-268-2,gary collins,professor of medical statistics,university of oxford
bmj-269-0,carlo agostoni,professor,university of milan
bmj-269-1,wendy jones,lay reviewer,no current affiliation
bmj-269-2,dr. jyoti vijay,senior research officer,indian institute of health management research
bmj-269-3,angie wade,professor of medical statistics,ucl great ormond street institute of child health
bmj-27-0,carroll siu,patient reviewer,parkinsons disease
bmj-27-1,marie herr,associate professor of public health,universit versailles saint quentin en yvelines
bmj-27-2,sarah keir,consultant physician,"western general hospital, edinburgh"
bmj-27-3,anthony avery,professor of primary health care,university of nottingham
bmj-27-4,emily mcdonald,assistant professor of medicine,mcgill university health centre
bmj-27-5,taku yabuki,physician,nho tochigi medical center
bmj-27-6,prof. doron garfinkel,geriatric- palliative consultant & head of rational deprescribing clinic,"sheba medical center, tel hashomer, israel"
bmj-27-7,katharine wallis,associate professor,the university of queensland
bmj-270-0,susan l norris,scientist,who
bmj-270-1,jon jureidini,psychiatrist,university of adelaide
bmj-270-2,piotr ozieranski,lecturer,university of bath
bmj-270-3,jake checketts,translational research,oklahoma state university
bmj-271-0,anna allford,patient reviewer,bmj
bmj-271-1,danielle rice,graduate student,mcgill university
bmj-271-2,opeyemi babatunde,lecturer: evidence synthesis and systematic reviews,university of keele
bmj-272-0,jeffrey s. flier,higginson professor of medicine,harvard medical school
bmj-272-1,rebecca parris,student support worker,none
bmj-272-2,juan pablo alperin,assistant professor,simon fraser university
bmj-272-3,erin mckiernan,profesor,universidad nacional autnoma de mxico
bmj-272-4,harold c sox,professor of medicine emeritus active,geisel school of medicine at dartmouth
bmj-272-5,david blumenthal,president,commonwealth fund
bmj-273-0,richard riley,professor of biostatistics,keele university
bmj-274-0,renata yokota,phd student,scientific institute of public health (wiv-isp) and vub
bmj-274-1,prof. dr. herman van oyen,director,scientific institute of public health
bmj-274-2,suwen yang,assistant researcher,"institute of population research, shandong academy of social sciences,"
bmj-274-3,laura cristina falzon,post-doctoral research associate,institute of infection and global health
bmj-274-4,ohad oren,physician,university of pennsylvania
bmj-275-0,dr sophie bennett,patient reviewer,n/a
bmj-275-1,ursula schwab,professor,"university of eastern finland, school of medicine"
bmj-275-2,david meyre,associate professor,mcmaster university
bmj-275-3,ehab salah eshak,associate professor,"osaka university- japan, minia university-egypt"
bmj-275-4,qibin qi,assistant professor,albert einstein college of medicine
bmj-275-5,gary collins,professor of medical statistics,university of oxford
bmj-276-0,dr sophie bennett,patient reviewer,n/a
bmj-276-1,ursula schwab,professor,"university of eastern finland, school of medicine"
bmj-276-2,david meyre,associate professor,mcmaster university
bmj-276-3,ehab salah eshak,associate professor,"osaka university- japan, minia university-egypt"
bmj-276-4,qibin qi,assistant professor,albert einstein college of medicine
bmj-276-5,gary collins,professor of medical statistics,university of oxford
bmj-277-0,brook k. baker,professor,northeastern u. school of law
bmj-277-1,joel lexchin,professor emeritus,york university
bmj-277-2,ruth lopert,adjunct professor,george washington university
bmj-277-3,brook k. baker,professor,northeastern u. school of law
bmj-277-4,joel lexchin,professor emeritus,york university
bmj-277-5,ruth lopert,adjunct professor,george washington university
bmj-278-1,evelyn kim,associate director for science,"centers for disease control and prevention, malawi"
bmj-278-2,sheri weiser,associate professor of medicine,ucsf
bmj-278-3,maricianah onono,"medical doctor , research scientist",kenya medical research institute
bmj-279-1,benn sartorius,professor,university of kwazulu-natal
bmj-280-0,merrick zwarenstein,professor,"dept of family medicine, western university"
bmj-280-1,noah ivers,clinician scientist,women's college hospital - university of toronto
bmj-280-2,merrick zwarenstein,professor,"dept of family medicine, western university"
bmj-280-3,noah ivers,clinician scientist,women's college hospital - university of toronto
bmj-282-0,tom sanders,emeritus professor of nutrition and dietetics,king's college london
bmj-282-1,joline beulens,associate professor,vumc
bmj-282-2,sonia grandi,doctoral candidate,mcgill university
bmj-282-3,linda oude griep,senior research associate,"mrc-epidemiology unit, cambridge university"
bmj-282-4,jim mann,professor of medicine & human nutrition,university of otago
bmj-283-1,dr gyorgy scrinis,senior lecturer in food politics and policy,university of melbourne
bmj-283-2,carmen piernas,senior researcher,university of oxford
bmj-283-3,dariush mozaffarian,dean,tufts friedman school of nutrition science & policy
bmj-285-0,ray moynihan,senior research fellow,bond university
bmj-285-1,david newman-toker,professor of neurology,the johns hopkins university school of medicine
bmj-285-2,richard thomson,professor,newcastle university
bmj-286-0,ray moynihan,senior research fellow,bond university
bmj-286-1,david newman-toker,professor of neurology,the johns hopkins university school of medicine
bmj-286-2,richard thomson,professor,newcastle university
bmj-287-0,david nicholl,consultant neurologist,city hospital birmingham
bmj-287-1,norman r williams,principal research associate,ucl
bmj-287-2,stephanie newell,consultant,none
bmj-287-3,"tanya lord phd, mph","director, patient and family engagement",foundation for healthy communities
bmj-287-4,marika davies,medicolegal adviser,mps
bmj-288-0,jordi merino,research associate,"diabetes unit, center for genomic research, massachusetts general"
bmj-288-1,frank hu,professor,harvard school of public health
bmj-288-2,rob m. van dam,professor,national university of singapore
bmj-288-3,patricia metcalf,senior lecturer,university of auckland
bmj-288-5,ulrika ericson,associate researcher,lund university
bmj-288-6,richard riley,professor of biostatistics,keele university
bmj-289-0,james robinson,professor,"university of california, berkeley"
bmj-289-1,sarunas narbutas,chairman,youth cancer europe
bmj-289-2,katie harron,senior lecturer in statistics,ucl
bmj-29-0,edison iglesias de oliveira vidal,associate professor,sao paulo state university
bmj-29-1,arno maetens,postdoc,vrije universiteit brussel
bmj-29-2,katrien moens,scientist,sciensano
bmj-29-3,wai man liu,associate professor,australian national university
bmj-291-0,manoj mohanan,associate professor,duke university
bmj-291-1,vivian chia-rong hsieh,assistant professor,china medical university (taiwan)
bmj-291-2,delanyo dovlo,retiree,who
bmj-292-0,andreas seiter,lead health specialist,world bank group
bmj-292-1,tams bereczky,communications officer,european patients' academy for therapeutic innovation eupati
bmj-292-2,dzintars gotham,consultant,independent
bmj-293-0,arlan l rosenbloom,adjunct distinguished service prof. emeritus,university of florida college of medicine
bmj-293-1,nick oliver,wynn professor of metabolism,imperial college
bmj-293-2,helen murphy,professor of medicine (diabetes & antenatal care) & professor of womens,university of eat anglia (uea) & kcl
bmj-293-3,dorothy becker,prof pediatrics,childrens hospital and university of pittsburgh
bmj-295-0,wendean c marsh,operations program associate,state of wisconsin
bmj-295-1,eurdice martnez steele,posdoctorate fellow,"faculdade de saude publica, universidade de sao paulo"
bmj-295-2,maria laura da costa louzada,professor,unifesp
bmj-295-3,kathryn bradbury,senior research fellow,university of auckland
bmj-295-4,yuming chen,professor,sun yat-sen university
bmj-295-5,tammy tong,nutritional epidemiologist,university of oxford
bmj-296-0,koen voorend,associate professor,"instituto de investigaciones sociales, university of costa rica"
bmj-296-1,shiri noy,assistant professor of sociology,denison university
bmj-297-0,nicholas moore,professor of clinical pharmacology,university of bordeaux
bmj-297-1,lesley wise,managing director,wise pv&rm ltd
bmj-297-2,charlotte haug,senior scientist,sintef
bmj-297-3,robert chen,medical officer,cdc
bmj-298-1,srinath reddy,president,public health foundation of india
bmj-298-2,andrew mente,professor,"population health research institute, mcmaster university"
bmj-298-3,ramon estruch,"md,","hospital clinic, university of barcelona"
bmj-299-0,patrick jeurissen,prof. sustainability of health systems,radboud university medical schoole
bmj-299-1,niek de wit,professor of general practice,"julius center, umc utrecht, the netherlands"
bmj-3-0,anders hviid,senior investigator,"department of epidemiology research, statens serum institut"
bmj-3-1,ditte mlgaard-nielsen,postdoc,statens serum institut
bmj-3-2,hai-yin jiang,research assistant,"state key laboratory for diagnosis and treatment of infectious diseases,"
bmj-3-3,meredith m howley,epidemiologist,new york state department of health
bmj-3-4,bjrn pasternak,associate professor,karolinska institutet
bmj-3-5,amalia levy,"mph, phd. head of the ""environment and health epidemiology research center""","public health department, faculty of health sciences, ben-gurion university of"
bmj-3-6,julie morris,honorary reader in medical statistics,university of manchester
bmj-30-0,harry burns,professor of global public health,university of strathclyde
bmj-30-1,alec morton,professor of management science,university of strathclyde
bmj-30-2,mohammad hajizadeh,associate professor,dalhousie university
bmj-300-0,aaron bernstein,"co-director, center for climate health and the global environment",harvard t.h. chan school of public health
bmj-300-1,dr kate charlesworth,medical consultant in environmental sustainability,"south eastern sydney local health district, sydney, australia"
bmj-302-0,brook k. baker,professor,northeastern university school of law
bmj-303-0,robert lindsay,reader,university of glasgow
bmj-303-1,ching-chih lee,associate professor,national yang-ming university
bmj-303-2,susan jick,"director,",boston collaborative drug surveillance program
bmj-303-3,tengfu hsieh,attending urologist,taichung tzu chi general hospital
bmj-303-4,teemu murtola,professor,"univeristy of tampere, faculty of medicine and life sciences"
bmj-304-0,jane jones,patient reviewer,patient reviewer
bmj-304-1,louise van galen,research fellow,nanyang technological university
bmj-304-2,"cor j. kalkman, md, phd",professor of anesthesiology,"university medical centre utrecht, the netherlands"
bmj-304-3,stephen mcmahon,patient advocate,irish patients association and pact for patient safety
bmj-304-4,jamie kirkham,senior lecturer in medical statistics,university of liverpool
bmj-305-0,gregory simon,investigator,kaiser permanente washington
bmj-305-1,tim j. hartung,research assistant,university medical center leipzig
bmj-305-2,george e. tesar,attending psychiatrist,cleveland clinic
bmj-305-3,angie wade,professor of medical statistics,university college london
bmj-306-0,mei chung,associate professor,"dept. of public health and community medicine, school of medicine,"
bmj-306-1,jimmy volmink,"dean and professor, department of global health",stellenbosch university
bmj-307-0,huseyin naci,assistant professor of health policy and harkness fellow in health policy,"london school of economics, harvard university"
bmj-307-1,joel lexchin,professor emeritus,york university
bmj-307-2,rita banzi,researcher,mario negri institute for pharmacological research
bmj-308-0,nithya neelakantan,postdoctoral fellow,national university of singapore
bmj-308-1,jenny chang-claude,group head,german cancer research center
bmj-308-2,ivonne solis-trapala,senior lecturer in medical statistics,keele university
bmj-308-3,victor w. zhong,postdoctoral fellow,northwestern university
bmj-308-4,tammy tong,nutritional epidemiologist,"cancer epidemiology unit, university of oxford"
bmj-308-5,xuehong zhang,assistant professor,harvard medical school and brigham and women's hospital
bmj-31-0,guido beldi,surgeon,"university of bern, switzerland"
bmj-31-1,gabriel sandblom,associate professor,"department of surgery, sdersjukhuset, stockholm"
bmj-31-2,kristian kiim jensen,"surgeon, md, phd",bispebjerg university hospital
bmj-31-3,richard riley,professor of biostatistics,keele university
bmj-310-0,leslie curry,professor,yale school of public health
bmj-310-1,lauren p. babich,child nutrition outreach manager,greater pittsburgh community food bank
bmj-310-2,sibylle erdmann,parent carer,london neonatal operational delivery network
bmj-311-0,per olav vandvik,professor,university of oslo
bmj-311-1,paul shekelle,"natural sci-md, aff adjunct",rand corporation
bmj-312-0,ewoud schuit,assistant professor clinical epidemiology,university medical center utrecht
bmj-312-1,thomas debray,assistant professor,julius center for health sciences and primary care
bmj-312-2,shyamali dharmage,professor,university of melbourne
bmj-312-3,orestis panagiotou,assistant professor,brown university
bmj-313-0,narcyz ghinea,postdoctoral researcher,university of sydney
bmj-313-1,tams bereczky,communications officer,european patients academy for therapeutic innovation
bmj-313-2,jordan jarvis,drph candidate,london school of hygiene & tropical medicine
bmj-314-0,andre brunoni,associate professor,faculdade de medicina da universidade de so paulo
bmj-314-1,loukia spineli,principal investigator,"institut fr biometrie, medizinische hochschule hannover, hannover,"
bmj-314-2,huseyin naci,assistant professor of health policy,london school of economics and political science
bmj-318-0,geraldine mcneill,emeritus professor,university of aberdeen
bmj-318-1,ashley holmes,adjunct instructor,meredith college
bmj-319-0,nabeel mangadan-konath,consultant,independent consultant in public health
bmj-32-0,gary frost,profesor of nutrition and dietetics,imperial college london
bmj-32-1,lukas schwingshackl,postdoctoral researcher,university of freiburg
bmj-32-2,wendy jones,freelance,university of liverpool
bmj-320-0,ursula schwab,professor,university of eastern finland
bmj-320-1,qibin qi,associate professor,albert einstein college of medicine
bmj-320-2,ehab salah eshak,associate professor,"osaka university- japan, minia university-egypt"
bmj-320-3,richard riley,professor of biostatistics,keele university
bmj-320-4,gary collins,professor of medical statistics,university of oxford
bmj-323-0,richard riley,professor of biostatistics,keele university
bmj-324-0,dr austen el-osta,"acting director, self care academic research unit",imperial college london
bmj-324-1,martha brady,"director, reproductive health",path
bmj-324-2,tams bereczky,communications officer,european patients academy for therapeutic innovation
bmj-325-0,annalijn conklin,assistant professor and scientist,university of british columbia and centre for health evaluation and
bmj-325-1,"patrick fleming, bsc(nutrition), msc, md, frcpc",dermatologist/epidemiologist,private practice
bmj-325-2,lennert veerman,professor of public health,"griffith university, gold coast, qld, australia"
bmj-326-0,toshiaki ohkuma,research fellow,the george institute for global health
bmj-326-1,maria sarigianni,clinical researcher,"clinical research and evidence-based medicine unit, second medical"
bmj-326-2,sheriza n. baksh,post-doctoral fellow,johns hopkins university
bmj-326-3,keming yang,phd student and graduate assistant,indiana university
bmj-326-4,jennifer hirst,senior primary care researcher,university of oxford
bmj-326-5,rafael perera,professor of medical statistics,university of oxford
bmj-327-0,kathryn bradbury,senior research fellow,university of auckland
bmj-327-1,yuming chen,professor,sun yat-sen university
bmj-327-2,eurdice martnez steele,posdoctorate,school of public health
bmj-327-3,richard riley,professor of biostatistics,keele university
bmj-328-0,peter green,nhs project manager (retired),nhsbsa (retired)
bmj-328-1,henrik bggild,associate professor,"public health and epidemiology group, aalborg university"
bmj-328-2,simon bacon,professor,concordia university
bmj-328-3,brian lee,associate professor of epidemiology and biostatistics,drexel university school of public health
bmj-330-0,matejka rebolj,senior epidemiologist,king's college london
bmj-330-1,ajenifuja kayode olusegun,lecturer/consultant,obafemi awolowo university /teaching hospitals complex
bmj-330-2,maribel almonte,head of prevention and implementation group,international agency for research on cancer
bmj-331-0,mark hamer,professor of exercise as medicine,loughborough university
bmj-331-1,emmanuel stamatakis,"professor of physical activity, lifestyle, and population health",university of sydney
bmj-331-2,pedro f saint-maurice,postdoctoral fellow,national cancer institute
bmj-332-0,zoltan kutalik,associate professor,unil-chuv
bmj-332-1,ian reid,professor,university of auckland
bmj-332-2,jue sheng ong,phd student,qimr berghofer
bmj-332-3,tea skaaby,"senior researcher, md, phd",center for clinical research and prevention
bmj-334-0,arturo pereira,senior consultant in hematology,"hospital clnic. barcelona, spain."
bmj-334-1,"darrell j. triulzi, m.d.","director, division of transfusion medicine",university of pittsburgh
bmj-334-2,paul m ness md,"professor, pathology, medicine, and oncology",johns hopkins medical institutions
bmj-335-1,mary mcneil,consultant,n/a
bmj-335-2,kate donald,"director, human rights in sustainable development",center for economic and social rights
bmj-336-0,"richelle power, mph",public health maternal-infant outcomes advocate,n/a
bmj-336-1,emmanuel bujold,professor,"university laval, quebec, canada"
bmj-336-2,ageeth schonewille-rosman,dr.,erasmus mc
bmj-337-0,richard riley,professor of biostatistics,keele university
bmj-34-0,jillian banfield,research project coordinator,nova scotia health authority
bmj-34-1,kazuki yoshida,associate epidemiologist,brigham and women's hospital
bmj-34-2,markus bredemeier,supervisor of medical residency,rheumatology service at hospital nossa senhora da conceio - grupo
bmj-34-3,glen hazlewood,assistant professor,university of calgary
bmj-34-4,elizabeth tanjong ghogomu,reserch associate,bruyere research institute
bmj-35-0,angie wade,professor of medical statistics,ucl great ormond street institute of child health
bmj-35-1,jordi merino,research associate,"diabetes unit and center for genomic medicine, massachusetts general"
bmj-35-2,rayjean hung,senior investigator,"lunenfeld-tanenbaum research institute, sinai health system"
bmj-35-3,paul brennan,scientist,iarc
bmj-35-4,cm schooling,associate professor,hku/ cuny
bmj-36-0,g.a. van essen,gp,university medical center utrecht (retired)
bmj-36-1,theo verheij,professor of general practice,umc utrecht
bmj-36-2,elizabeth rolland-harris,a/senior manager,public health agency of canada
bmj-36-3,frank scorgie rhame,"adj prof, id / dir, id research",university of minnesota / abbott northwestern hospital
bmj-36-4,rachel jordan,reader,university of birmingham
bmj-37-0,tim cole,professor of medical statistics,ucl great ormond street institute of child health
bmj-37-1,andrew ryan,professor,university of michigan
bmj-37-2,rishi wadhera,cardiologist and health services researcher,"smith center for outcomes research, beth israel deaconess medical center,"
bmj-38-0,maxime caru,ph.d candidate,universit de montral
bmj-38-1,rana hinman,professor,university of melbourne
bmj-38-2,amy kirkham,postdoctoral research fellow,university of alberta
bmj-39-0,angie wade,professor of medical statistics,ucl gos ich
bmj-4-0,grardin patrick,epidemiologist,chu runion
bmj-4-1,louise-anne mcnutt,associate director and associate professor,"university at albany, state university of new york"
bmj-40-0,jamie kirkham,prof of biostatistics,university of manchester
bmj-41-0,rosie burrells,research assistant,n/a
bmj-41-1,dylan kneale,principal research fellow,ucl
bmj-41-2,niels chavannes,professor of general practice,"leiden university medical center, nl"
bmj-41-3,chantal raherison,professor of pulmonology,bordeaux university
bmj-42-0,roos barth,internal medicine and infectious diseases specialist,university medical centre utrecht
bmj-43-0,peg ford,owner,peg ford & assoc advocacy group
bmj-43-1,gayathri delanerolle,qa manager,university of oxford
bmj-43-2,lesley smith,senior research fellow,university of leeds
bmj-43-3,margit dueholm,ass professor,aarhus university hospital
bmj-44-0,matthew sperrin,senior lecturer in health data science,university of manchester
bmj-44-1,thomas beaney,academic clinical fellow in general practice,imperial college london
bmj-44-2,margaret may,emeritus professor medical statistics,university of bristol
bmj-44-3,david mclernon,senior research fellow in medical statistics,university of aberdeen
bmj-45-0,ben cowling,professor,the university of hong kong
bmj-45-1,ka hung chan,early career research fellow,university of oxford
bmj-46-0,gary collins,professor of medical statistics,university of oxford
bmj-47-1,ben cowling,professor,the university of hong kong
bmj-47-2,pia hardelid,associate professor,ucl great ormond street institute of child health
bmj-48-0,kirsty challen,consultant in emergency medicine,lancashire teaching hospitals
bmj-48-1,clare wenham,assistant professor of global health policy,london school of economics and political science (lse)
bmj-48-2,david hutton,associate professor,university of michigan
bmj-48-3,jacqueline street,research fellow,university of wollongong
bmj-48-4,holly seale,senior lecturer,university of new south wales
bmj-48-5,simon williams,senior lecturer,swansea university
bmj-5-0,maijaliisa erkkola,"adjunct professor, university lecturer",university of helsinki
bmj-5-1,robert ruane,retired.,na
bmj-5-2,simon j capewell,chair of clinical epidemiology,university of liverpool
bmj-50-0,emily w harville,associate professor,tulane university
bmj-50-1,megan harvey,assistant professor,springfield college
bmj-50-2,anne-marie nybo andersen,professor,"department of public health, university of copenhagen"
bmj-50-3,"daniel kuhr, md",resident physician,"department of obstetrics and gynecology, university hospitals"
bmj-50-4,jamie kirkham,professor of biostatistics,university of manchester
bmj-51-0,zena jones,patient lay reviewer,patient
bmj-51-1,mike etkind,member of the public,none
bmj-51-2,james gilbert,head of evidence reviews,"national guideline alliance, royal college of obstetricians & gynaecologists"
bmj-51-4,michaela eikermann,head of department evidence based medicne,medical advisory service of social health insurance
bmj-51-5,professor tracy merlin,"interim head, school of public health; director, adelaide health technology assessment",university of adelaide
bmj-52-0,jamie kirkham,professor of biostatistics,university of manchester
bmj-52-1,jon emery,professor of primary care cancer research,university of melbourne
bmj-53-0,krishnan bhaskaran,professor of statistical epidemiology,london school of hygiene and tropical medicine
bmj-53-1,maria jose martinez-zapata,clinical researcher,iberoamerican cochrane centre-clinical epidemiology service and public health. iib sant
bmj-53-2,helena chmura kraemer,professor of biostatistics in psychiatry (emerita),stanford university
bmj-53-3,ftima roque,adjunct professor,"research unit for inland development, polytechnic institute of guarda (udi/ipg), av. dr."
bmj-53-4,richard riley,professor of biostatistics,keele university
bmj-54-0,ondine van de rest,assistant professor,wageningen university
bmj-54-1,archana singh-manoux,research professor,"universit de paris, inserm"
bmj-56-0,trish greenhalgh,professor of primary care health sciences,university of oxford
bmj-56-1,tom fahey,professor of general practice,"rcsi medical school, dublin"
bmj-56-2,nick beeching,senior lecturer clinical infectious diseases,liverpool school of tropical medicine
bmj-56-3,roos barth,"internal medicine and infectious diseases specialist, md, phd",university medical centre utrecht and central military hospital
bmj-59-1,john pringle,assistant professor,mcgill university
bmj-59-2,julian sheather,ethics advisor/consultant,bma/msf
bmj-60-0,seferovic,"md, phd","faculty of medicine, belgrade university"
bmj-60-1,jun lyu,professor,the first affiliated hospital of jinan university
bmj-60-2,kelsi anderson,professor,baylor college of medicine
bmj-60-3,peisong chen,professor,the first affiliated hospital of sun yat-sen university
bmj-60-4,kamlesh khunti,professor of primary care diabetes & vacular medicine,university of leicester
bmj-61-1,kevin teoh,lecturer in organizational psychology,"birkbeck, university of london"
bmj-61-2,julian sheather,specialist adviser ethics and human rights,british medical association
bmj-61-3,gareth owen,"hon consultant psychiatrist/reader in mental health, ethics and law","king's college london, institute of psychiatry, psychology and medicine"
bmj-63-0,hedley knewjen quintana,health researcher,gorgas memorial institute for health studies
bmj-63-1,stuart gilmour,professor,st. luke's international university
bmj-63-2,sung-mok jung,ph.d. student,"graduate school of medicine, hokkaido university, sapporo, japan"
bmj-63-3,patrick m. krueger,associate professor,university of colorado denver
bmj-63-4,zach hong,research assistant,university of calgary
bmj-63-5,julie morris,honorary reader in medical statistics,university of manchester
bmj-65-1,liffert vogt,internist nephrologist,amsterdam university medical centers
bmj-65-2,salim yusuf,executive director,population health research institute
bmj-67-0,"albert barrocas, md, fascs, faspen",adjunct professor of surgery,tulane u niversity school of medicine
bmj-67-1,emma ridley,"senior research fellow, nhmrc emerging leadership fellow",monash university
bmj-69-0,professor catherine nelson-piercy,consultant obstetric physician,guy's & st thomas' foundation trust
bmj-69-1,david a. schwartz,clinical professor,medical college of georgia
bmj-69-2,jim thornton,professor of obstetrics & gynaecology,university of nottingham
bmj-69-3,k.s. joseph,professor,university of british columbia
bmj-69-4,liona c. poon,clinical professor in obstetrics and gynaecology,the chinese university of hong kong
bmj-7-0,richard riley,professor of biostatistics,keele university
bmj-70-0,lindsey smith taillie,assistant professor,"university of north carolina, chapel hill"
bmj-70-1,dr claire pulker,public health nutritionist,curtin university
bmj-72-0,daniela anker,phd student,university of bern
bmj-72-1,rafael perera,professor of medical statistics,university of oxford
bmj-74-1,anna matheson,senior lecturer in health policy,victoria university of wellington
bmj-74-2,cesar victora,emeritus professor,"federal university of pelotas, brazil"
bmj-75-0,sally yaacoub,project coordinator,american university of beirut
bmj-75-1,gabriella balasa,patient reviewer,virginia commonwealth university
bmj-75-2,roger e thomas,emeritus professor of family medicine,"faculty of medicine, university of calgary"
bmj-75-3,chien-yu lin,doctor,hsinchu mackay memorial hospital
bmj-75-4,ulf karlsson,md,"dep of infection control, skane university hospital"
bmj-75-5,rafael perera,professor of medical statistics,university of oxford
bmj-77-0,gabriel scally,visiting professor,university of bristol
bmj-77-1,amy parry,research officer,australian national univesity
bmj-77-2,martin mckee,prof of european public health,lshtm
bmj-78-0,dr. gary low,principal clinical research officer,rapid response revival research
bmj-78-1,lavinia ferrante di ruffano,test evaluation methodologist,"institute of applied health research, university of birmingham"
bmj-78-2,morgan cronin,clinical laboratory scientist,halifax medical center
bmj-78-3,lucy skinner,na,na
bmj-78-4,ram dessau,"senior consultant md, associate professor","dept. of clinical microbiology, sjaellands university hospital, denmark"
bmj-78-5,tim cole,professor of medical statistics,ucl great ormond street institute of child health
bmj-79-0,emma sutton,clinical lecturer,university of warwick
bmj-79-1,lorna suen,"associate professor, director of the centre for infection control","school of nursing, the hong kong polytechnic university"
bmj-79-2,dr jennifer child,consultant microbiologist,harrogate and district nhs trust
bmj-79-3,thomas may,professor,washington state university
bmj-79-4,dr john p thomas,nihr academic clinical fellow,norfolk and norwich university hospital
bmj-80-0,andrea giacomelli,"md, infectious diseases specialist",asst fatebenefratelli sacco
bmj-80-1,robin ferner,honorary professor of clinical pharmacology,university of birmingham
bmj-80-2,susan l norris,scientist,"who, geneva switzerland"
bmj-80-3,dr j k aronson,consultant physician and clinical pharmacologist,"centre for evidence based medicine, oxford"
bmj-80-5,zach hong,research assistant,university of calgary
bmj-80-6,rafael perera,professor of medical statistics,university of oxford
bmj-81-1,monica kasting,assistant professor,purdue university
bmj-81-2,barry pless,professor emeritus,mcgill university
bmj-82-0,rafael perera,professor of medical statistics,university of oxford
bmj-83-0,dean g. kilpatrick ph.d.,distinguished university professor,medical university of south carolina
bmj-83-1,grete dyb,"professor, research director",university of oslo/ norwegian center on violence and traumatic stress
bmj-83-2,maiko fukasawa,project researcher,the university of tokyo
bmj-84-0,sarah bittlestone,lay reviewer,n/a
bmj-84-1,christoph m. friedrich,professor,university of applied sciences and arts
bmj-84-2,axel wolf,assoc. professor/ senior consultant rna,"institute of health and care sciences, sahlgrenska academy, university of"
bmj-85-0,sangeeta mookherji,assistant professor,gwu milken institute school of public health
bmj-85-1,zachary wagner,associate policy researcher,rand corporation
bmj-86-0,tammy tong,nutritional epidemiologist,university of oxford
bmj-86-1,xuehong zhang,assistant professor,harvard medical school and brigham and women's hospital
bmj-86-2,victor w. zhong,postdoctoral fellow,northwestern university
bmj-86-3,nithya neelakantan,postdoctoral fellow,national university of singapore
bmj-86-4,jenny chang-claude,group head,german cancer research center
